"English_name","Scientific_name","X3A_CODE"
"Angulate volute","Zidona dufresnei","ZDF"
NA,"Odontocymbiola americana","WTW"
NA,"Odontocymbiola spp","WTX"
NA,"Adelomelon ancilla","DVW"
NA,"Adelomelon spp","DVX"
"Volute","Alcithoe larochei","AJO"
"Spotted flask","Ampulla priamus","QOR"
"Articulate harp","Harpa articularis","HRQ"
"True harp","Harpa harpa","HRX"
"Major harp","Harpa major","HBM"
"Harp shells nei","Harpidae","JJX"
"Rugose iter","Vexillum rugosum","VXR"
"Little-fox miter","Vexillum vulpeculum","VXU"
"Lettered cone","Conus litteratus","KNL"
"Oak cone","Conus quercinus","KNQ"
"Suratan cone","Conus suratensis","KNE"
"Beech cone","Conus betulinus","KNB"
"Crowned cone","Conus coronatus","KOK"
"Yellow Pacific cone","Conus flavidus","KNV"
"General cone","Conus generalis","KNG"
"Leopard cone","Conus leopardus","KOE"
"Livid cone","Conus lividus","KOV"
"Marble cone","Conus marmoreus","KOO"
"Rayed cone","Conus radiatus","KOA"
"Tesselate cone","Conus tessulatus","KOQ"
"Textile cone","Conus textile","KUX"
"Mouse cone","Conus mus","KUM"
"Royal cone","Conus regius","KUJ"
"Cone shells nei","Conidae","XUX"
"Marlinspike","Terebra maculata","BQK"
"Fly spotted auger","Terebra areolata","BQE"
"Subulate auger","Terebra subulata","BQQ"
"Sandbeach auger","Hastula hectica","ULH"
"Auger shells nei","Terebridae","JVX"
"Giant sundial","Architectonica maxima","KKX"
"Clear sundial","Architectonica perspectiva","KKR"
"Shoulderblade sea cat","Dolabella auricularia","DBU"
"Judas ear cassidula","Ellobium aurisjudae","EBD"
"Midas ear cassidula","Ellobium aurismidae","EBM"
"Common pythia","Pythia scarabeus","YHS"
"Subantarctic struthiolaria","Perissodonta mirabilis","QPB"
NA,"Trochita pileus","UDW"
NA,"Trochita spp","UDX"
"Round slippersnail","Crepipatella orbiculata","DAW"
NA,"Crepipatella spp","DAX"
NA,"Calliostoma turnerarum","DAL"
NA,"Doris kerguelenensis","KSH"
"Sea lemon","Doris pseudoargus","KVU"
"Korean mud snail","Bullacta exarata","JQG"
NA,"Pomacea urceus","WPZ"
NA,"Pusillina tumidula","DQH"
NA,"Melanella alba","NBL"
NA,"Tritonia hombergii","JII"
"European wentletrap","Epitonium clathrus","IPE"
"Thorny doris","Acanthodoris pilosa","KPZ"
"European acteon","Acteon tornatilis","FEM"
NA,"Margarites helicinus","OZH"
"Slender colus","Colus gracilis","JIR"
"Islandic colus","Colus islandicus","JIS"
"Jeffrey's colus","Colus jeffreysianus","JIT"
"Bushy-backed nudibranch","Dendronotus frondosus","EZD"
"Slender facelina","Facelina auriculata","FCF"
"Open-shelled paperbubble","Philine aperta","FPT"
NA,"Pleurobranchus membranaceus","GXZ"
"Woody canoe-bubblesnail","Scaphander lignarius ","JTR"
"Northern cowrie","Trivia arctica","TWZ"
"Gastropods nei","Gastropoda","GAS"
"Fingerprint oyster","Alectryonella plicatula","KNP"
"Australian mud oyster","Ostrea angasi","OGQ"
"Red flat oyster","Ostrea atherstonei","OAH"
"Chilean oyster","Ostrea chilensis","OCH"
"Japanese flat oyster","Ostrea denselamellosa","ODW"
"European flat oyster","Ostrea edulis","OYF"
"Yaquina oyster","Ostrea lurida","OFO"
NA,"Ostrea puelchana","OBF"
"Angel oyster","Ostrea angelica","YKG"
"Olympia oyster","Ostrea conchaphila","OYH"
"Crested oyster","Ostrea equestris","OAQ"
"Flat oysters nei","Ostrea spp","OYX"
"Kegaki oyster","Saccostrea kegaki","OAK"
"Philippines hooded oyster","Saccostrea malabonensis","KOM"
"Coral rock oyster","Saccostrea mordax","KOX"
"Palmate oyster","Saccostrea palmula","KOU"
"Hooded oyster","Saccostrea cuccullata","CSC"
"Sydney cupped oyster","Saccostrea glomerata","OYS"
"Spiny rock oyster","Saccostrea echinata","OYN"
NA,"Saccostrea spp","OZX"
"Leaf oyster","Dendostrea folium","DDF"
"Frons oyster","Dendostrea frons","DDO"
"Sand oyster","Striostrea margaritacea","IOM"
"Stone oyster","Striostrea prismatica","IOK"
"Denticulate rock oyster","Striostrea denticulata","ODE"
"Cock's comb oyster","Lopha cristagalli","LFI"
"Mangrove cupped oyster","Crassostrea rhizophorae","OYM"
"American cupped oyster","Crassostrea virginica","OYA"
"Ariake cupped oyster","Crassostrea ariakensis","KAN"
"Gryphea cupped oyster","Crassostrea gryphoides","KAY"
"Indian backwater oyster","Crassostrea madrasensis","OYI"
"Slipper cupped oyster","Crassostrea iredalei","CSI"
"Lugubrious cupped oyster","Crassostrea belcheri","OYL"
"Cortez oyster","Crassostrea corteziensis","OYR"
"Suminoe oyster","Crassostrea rivularis","OYU"
"Columbia black oyster","Crassostrea columbiensis","KRL"
"Gasar cupped oyster","Crassostrea tulipa","OGZ"
"Kumamoto oyster","Crassostrea sikamea","KBL"
"Cupped oysters nei","Crassostrea spp","OYC"
"Megodon oyster","Undulostrea megodon","UOG"
"Dwarf oyster","Ostreola stentina","QOS"
"Pacific cupped oyster","Magallana gigas","OYG"
"Flat and cupped oysters nei","Ostreidae","OST"
"Honeycomb oyster","Hyotissa hyotis","YOH"
"Wrinkled oyster","Hyotissa fisheri","YTQ"
NA,"Hyotissa spp","YRX"
"Spoon oyster","Neopycnodonte cochlear","NPQ"
"Common jingle shell","Anomia ephippium","NOQ"
"Peruvian jingle shell","Anomia peruviana","NPV"
NA,"Anomia spp","NLX"
"Abalone jingle shell","Pododesmus cepio","ODQ"
"Ribbed saddle oyster","Pododesmus patelliformis","JBV"
NA,"Pododesmus spp","NXX"
"Flat tree oyster","Isognomon alatus","IMA"
"Pacific tree oyster","Isognomon recognitus","IMR"
"Janus tree oyster","Isognomon janus","IOJ"
"Saddle tree oyster","Isognomon ephippium","IGH"
"Wader tree oyster","Isognomon isognomum","IGQ"
"Rayed tree oyster","Isognomon perna","IMP"
NA,"Isognomon spp","IMX"
"Straight hammer oyster","Malleus regula","USG"
"White hammer oyster","Malleus albus","EQB"
"Black hammer oyster","Malleus malleus","EQM"
"Atlantic thorny oyster","Spondylus americanus","DYM"
"European thorny oyster","Spondylus gaederopus","DYD"
"Digitate thorny oyster","Spondylus ictericus","DYJ"
"Donkey thorny oyster","Spondylus calcifer","ONF"
"Pacific thorny oyster","Spondylus princeps","OUQ"
"Ducal thorny oyster","Spondylus squamosus","OOQ"
"Bearded thorny oyster","Spondylus barbatus","DYB"
"Butler's thorny oyster","Spondylus butleri","DUL"
"Imperial thorny oyster","Spondylus imperialis","DSJ"
"Golden thorny oyster","Spondylus versicolor","DSV"
"Thorny oysters nei","Spondylus spp","DZX"
NA,"Euciroa galatheae","EGW"
"Korean mussel","Mytilus unguiculatus","MUK"
"Californian mussel","Mytilus californianus","MUJ"
"Chilean mussel","Mytilus chilensis","MYC"
"Blue mussel","Mytilus edulis","MUS"
"Kerguelen mussel","Mytilus desolationis","YUD"
"Norhtern blue mussel","Mytilus trossulus","YUS"
"River Plata mussel","Mytilus platensis","MSR"
"Mediterranean mussel","Mytilus galloprovincialis","MSM"
"Australian mussel","Mytilus planulatus","MYA"
"Mytilus mussels nei","Mytilus spp","MYV"
"Guyana swamp mussel","Mytella guyanensis","YEG"
"Strigate mangrove mussel","Mytella strigata","YER"
"Reeve's mangrove mussel","Mytella speciosa","YEP"
"Arcuate mussel","Arcuatula arcuatula","KUK"
"Atlantic ribbed mussel","Geukensia demissa","GKD"
"Hooked mussel","Ischadium recurvum","IHR"
"European date mussel","Lithophaga lithophaga","LFF"
"Pacific date mussel","Lithophaga attenuata","LFN"
"Cylinder date mussel","Lithophaga teres","LFS"
"Date mussels nei","Lithophaga spp","NJX"
"Senhouse horse mussel","Musculista senhousia","UUH"
"Box mussel","Septifer bilocularis","FRB"
"Distorted mussel","Stavelia subdistorta","TVS"
"Choro mussel","Choromytilus chorus","CHC"
"Black mussel","Choromytilus meridionalis","YUM"
"Pinpricked mussel","Choromytilus palliopunctatus","YUP"
"Eared horse mussel","Modiolus auriculatus","DLC"
"Bearded horse mussel","Modiolus barbatus","DJB"
"Kurilean horse mussel","Modiolus kurilensis","DJK"
"Yellowbanded horse mussel","Modiolus metcalfei","DJM"
"Northern horse mussel","Modiolus modiolus","DJO"
"Philippine horse mussel","Modiolus philippinarum","DJF"
"Capax horse mussel","Modiolus capax","DJX"
"Tulip mussel","Modiolus americanus","DJI"
"Offshore horse mussel","Modiolus eiseni","DJE"
"Straight horse mussel","Modiolus rectus","DJU"
"Shiny mussel","Modiolus nitens","DJN"
"Rhomboid mussel","Modiolus rhomboideus","DJH"
"False tulip mussel","Modiolus squamosus","DJQ"
"Adriatic horse mussel","Modiolus adriaticus","DJD"
"Furrowed horse mussel","Modiolus aratus","DLQ"
"Horse mussels nei","Modiolus spp","MOD"
"South American rock mussel","Perna perna","MSL"
"Green mussel","Perna viridis","MSV"
"New Zealand mussel","Perna canaliculus","MUZ"
"Indian brown mussel","Perna indica","MSI"
"African mussel","Perna picta","PQJ"
"Perna mussels nei","Perna spp","XMS"
"Cholga mussel","Aulacomya ater","MSC"
NA,"Brachidontes purpuratus","BFF"
NA,"Brachidontes rodriguezii","BFH"
NA,"Semimytilus algosus","DOF"
"Green crenella","Musculus discors","JYN"
"Sea mussels nei","Mytilidae","MSX"
"Vitreous scallop","Delectopecten vitreus","JBU"
"Felippone's scallop","Aequipecten felipponei","QPF"
"Tehuelche scallop","Aequipecten tehuelchus","QPT"
"Queen scallop","Aequipecten opercularis","QSC"
"Antarctic scallop","Adamussium colbecki","DMK"
"Japanese baking scallop","Pecten albicans","KTJ"
"Modest scallop","Pecten modestus","KTO"
"Chinese scallop","Pecten sinensis","KTN"
"Lunar Mexican scallop","Pecten berryi","EKY"
"San Diego scallop","Pecten diegensis","EKD"
"Silken scallop","Pecten sericeus","KTE"
"Vogde's scallop","Pecten vogdesi","EKV"
"Great Atlantic scallop","Pecten maximus","SCE"
"Groovesided scallop","Pecten sulcicostatus","PSU"
"Great Mediterranean scallop","Pecten jacobaeus","SJA"
"New Zealand scallop","Pecten novaezelandiae","SCZ"
"Southern Australia scallop","Pecten fumatus","SSC"
"Zigzag scallop","Pecten ziczac","EKZ"
"Pecten scallops nei","Pecten spp","KTZ"
"Saucer scallop","Amusium japonicum","UMJ"
"Asian moon scallop","Amusium pleuronectes","UMP"
"Paper moon scallop","Amusium papyraceum","UMY"
"Bifrons scallop","Equichlamys bifrons","QCB"
"Smooth scallop","Flexopecten glaber","FXG"
"Proteus scallop","Flexopecten proteus","FXP"
"Flexuous scallop","Flexopecten flexuosus","FXF"
"Giant rock scallop","Hinnites giganteus","INQ"
"Pacific lion's paw","Lyropecten subnodosus","YKD"
"Lion's paw","Lyropecten nodosus","YRD"
"Swift's scallop","Swiftopecten swiftii","SWW"
"American sea scallop","Placopecten magellanicus","SCA"
"Royal cloak scallop","Gloripallium pallium","GLQ"
"Cat's paw scallop","Manupecten pesfelis","MPX"
"Club scallop","Pseudamussium clavatum","UDV"
"Seven-rayed scallop","Pseudamussium peslutrae","UEV"
"Calico scallop","Argopecten gibbus","SCC"
"Atlantic bay scallop","Argopecten irradians","SCB"
"Peruvian calico scallop","Argopecten purpuratus","SCQ"
"Pacific calico scallop","Argopecten ventricosus","SCH"
"Iceland scallop","Chlamys islandica","ISC"
"Farrer's scallop","Chlamys farreri","CMF"
"Doughboy scallop","Chlamys asperrima","KLJ"
"Spiny scallop","Chlamys hastata","KLH"
"Hind's scallop","Chlamys rubida","KLD"
"Senatorial scallop","Chlamys senatoria","KLN"
"Little bay scallop","Chlamys multistriata","KMM"
"Scaly Pacific scallop","Chlamys squamata","LAQ"
"Scallop","Chlamys livida","KMV"
"Cloak scallop","Decatopecten amiculum","DEI"
"Flatribbed scallop","Decatopecten radula","DKD"
"Leopard scallop","Annachlamys flabellata","NKF"
"Distant scallop","Bractechlamys vexillum","BAV"
"Box scallop","Minnivola pyxidata","MVY"
"Singapore scallop","Volachlamys singaporina","VOS"
"Weathervane scallop","Patinopecten caurinus","SCG"
"Delicate scallop","Zygochlamys delicatula","ZYE"
"Patagonian scallop","Zygochlamys patagonica","ZYP"
"Variegated scallop","Mimachlamys varia","VSC"
"Noble scallop","Mimachlamys crassicostata","CMN"
"Yesso scallop","Mizuhopecten yessoensis","JSC"
"Tiger scallop","Palliolum tigerinum","JYT"
"Scallops nei","Pectinidae","SCX"
"Spiny file shell","Lima lima","IML"
"Common file shell","Lima vulgaris","IMV"
"Inflated file shell","Limaria tuberculata","IMT"
NA,"Limaria hians","DSG"
"Rathbun's giant file shell","Acesta rathbuni","KTR"
"Giant file shell","Acesta maui","AVI"
"Rough lima","Ctenoides scabra","KTX"
"Brittle pen shell","Atrina fragilis","TQF"
"Comb pen shell","Atrina pectinata","TQE"
"Maura pen shell","Atrina maura","TQM"
"Tuberculate pen shell","Atrina tuberculosa","TQC"
"Flag pen shell","Atrina vexillum","TQX"
"Chautard's pen shell","Atrina chautardi","RNY"
"Pen shells nei","Atrina spp","TQY"
"Noble pen shell","Pinna nobilis","PQB"
"Rugose pen shell","Pinna rugosa","PJQ"
"Bicolor pen shell","Pinna bicolor","IAK"
"Prickly pen shell","Pinna muricata","NAJ"
"Rough pen shell","Pinna rudis","NNW"
NA,"Pinna spp","IDX"
"Greenish glauconomya","Glauconome virens","GKV"
"Mexican jewel box","Chama buddiana","KMB"
"Lazarus jewel box","Chama lazarus","KML"
"Reflexed jewel box","Chama pacifica","KMP"
"Savigny's jewel box","Chama savignyi","KMS"
"Oxheart cockle","Glossus humanus","GQH"
"Hazelnut ark","Arca avellana","RAW"
"Mossy ark","Arca imbricata","RKM"
"Noah's ark","Arca noae","RKQ"
"Chuchoca ark","Arca pacifica","RQP"
"Ventricose ark","Arca ventricosa","RQV"
"Turkey wing","Arca zebra","RQZ"
"Indo-Pacific ark","Arca navicularis","AKQ"
"Ark clams nei","Arca spp","ARK"
"Hairy ark","Barbatia barbata","BQB"
"Decussate ark","Barbatia foliata","BQF"
"Almond ark","Barbatia fusca","BQU"
"Lurid ark","Barbatia lurida","BIJ"
NA,"Barbatia spp","BJX"
"Heavy African ark","Senilia senilis","NIL"
"Gambia ark","Noetia gambiensis","NJG"
NA,"Noetia spp","NKX"
"Incongruous ark","Scapharca brasiliana","FCR"
"Chemnitz's ark","Scapharca chemnitzii","FCE"
"Globose ark","Scapharca globosa","FCL"
"Rudder ark","Scapharca indica","FCD"
"Inflated ark","Scapharca broughtonii","ACB"
"Half-crenated ark","Scapharca subcrenata","MCL"
"Corneous ark","Scapharca cornea","KFC"
"Pill ark","Scapharca pilula","FKP"
"Sowerby's ark","Scapharca biangulata","NDU"
NA,"Scapharca spp","FTX"
"Half-propellor ark","Trisidos semitorta","DOE"
"Propellor ark","Trisidos tortuosa","DOO"
"Antique ark","Anadara antiquata","NDQ"
"Basket ark","Anadara corbuloides","NDC"
"Diluvial ark","Anadara gibbosa","NDV"
"Rusty ark","Anadara ferruginea","NDE"
"Grand ark","Anadara grandis","NDN"
"Mazatlan's ark","Anadara mazatlanica","NDM"
"Many ribbed ark","Anadara multicostata","NDT"
"Nodular ark","Anadara nodifera","NDO"
"Reinhart's ark","Anadara reinharti","NQR"
"Black ark","Anadara tuberculosa","NQT"
"Eared ark","Anadara notabilis","NDL"
"Brown ark","Anadara similis","NRQ"
"Senegal ark","Anadara senegalensis","DRG"
"Blood ark","Anadara ovalis","NDZ"
"Inequivalve ark","Anadara inaequivalvis","FCI"
"Anadara clams nei","Anadara spp","BLS"
"Blood cockle","Tegillarca granosa","BLC"
"Ocean quahog","Arctica islandica","CLQ"
"Striped venus","Chamelea gallina","SVE"
NA,"Chamelea striatula","SZN"
"King's littleneck","Ameghinomya antiqua","AYQ"
"Corrugated venus","Venerupis corrugata","VUC"
NA,"Venerupis spp","VEN"
"Purple amiantis","Amiantis purpurata","ITU"
"West Indian pointed venus","Anomalocardia brasiliana","NKB"
"Squamose venus","Anomalocardia squamosa","NAQ"
"Smooth callista","Callista chione","KLK"
"Cross-barred venus","Chione cancellata","KNN"
"Kellett's Panama venus","Chione kellettii","KNK"
"King venus","Chione paphia","KNF"
"Stutchbury's venus","Chione stutchburyi","KNU"
"Common Californian venus","Chione californiensis","KIK"
"Smooth Pacific venus","Chione fluctifraga","KIU"
"Ornate venus","Chione gnidia","KIG"
"Frilled Californian venus","Chione undatella","KID"
"Small banded venus","Chione compta","KIP"
"Semi-rough venus","Chione subrugosa","KIS"
NA,"Chione spp","KNX"
"African venus","Circomphalus rosalina","KFR"
NA,"Circomphalus spp","KEX"
"Koch's venus","Eumarcia paupercula","EKP"
"Magellan clam","Eurhomalea exalbida","EHX"
"Peruvian yellow clam","Eurhomalea rufa","ERF"
NA,"Eurhomalea spp","EZX"
"Discrepant venus","Gafrarium dispar","GFD"
"Forked venus","Gafrarium divaricatum","GFK"
"Tumid venus","Gafrarium tumidum","GFJ"
"Comb venus","Gafrarium pectinatum","GFP"
"Venus nei","Gafrarium spp","FZX"
"Equilateral venus","Gomphina aequilatera","GFQ"
"Hiant venus","Katelysia hiantina","KTH"
"Japan venus","Katelysia japonica","KYJ"
"Marbled venus","Katelysia marmorata","KYM"
"Camp pitar venus","Lioconcha castrensis","IKK"
"Ornate pitar venus","Lioconcha ornata","IKO"
"Calico clam","Macrocallista maculata","KSM"
"Sunray venus","Macrocallista nimbosa","KSN"
NA,"Macrocallista spp","KAX"
"Fertile venus","Marcia opima","KIO"
"Ovate clam","Marcia flammea","RFM"
"Japanese hard clam","Meretrix lusoria","HCJ"
"Asiatic hard clam","Meretrix meretrix","HCA"
"Backwater hard clam","Meretrix casta","MXK"
"Lyrate hard clam","Meretrix lyrata","MXL"
"Spotted hard clam","Meretrix petechialis","MXH"
"Hard clams nei","Meretrix spp","HCX"
"Golden callista","Megapitaria aurantiaca","EGA"
"Squalid callista","Megapitaria squalida","EGQ"
"Princess venus","Periglypta listeri","EGI"
"Youthful venus","Periglypta puerpera","EGU"
"Many-ridged venus","Periglypta multicostata","GTQ"
"Clathrate venus","Periglypta clathrata","EGK"
"Reticulated venus","Periglypta reticulata","EGE"
"Grooved carpet shell","Ruditapes decussatus","CTG"
"Japanese carpet shell","Ruditapes philippinarum","CLJ"
"Variegated carpet shell","Ruditapes variegatus","RTV"
"Carpet shells nei","Ruditapes spp","TPS"
"Ridged pitar venus","Pitar callicomatus","ITL"
"Royal comb venus","Pitar dione","ITD"
"Lightning venus","Pitar fulminatus","ITI"
"Rostrate pitar","Pitar rostratus","ITT"
"Self-coloured pitar","Pitar unicolor","ITJ"
"Yellow pitar venus","Pitar citrinus","ITS"
"Pellucid pitar venus","Pitar pellucidus","IAC"
"Rough pitar venus","Pitar rudis","ITQ"
"Swollen venus","Pitar tumens","JTT"
NA,"Pitar spp","IUX"
"Tiar venus","Placamen tiara","KMT"
"Turgid venus","Tapes dorsatus","TQD"
"Lettered venus","Tapes literatus","TQJ"
"Belcher's venus","Tapes belcheri","TBC"
"Gay's little venus","Tawera gayi","TWG"
"Hians tivela","Tivela lessonii","TVL"
"Triangular tivela","Tivela mactroides","TVM"
"Pismo clam","Tivela stultorum","TVT"
"Ventricose tivela","Tivela ventricosa","TVV"
"Byron tivela","Tivela byronensis","TVB"
"Flat tivela","Tivela planulata","TVP"
"Triple venus","Tivela tripla","TVR"
NA,"Tivela hians","QUZ"
"Tivelas nei","Tivela spp","TVW"
"Heart venus","Ventricolaria isocardia","VNI"
"Rigid venus","Ventricolaria rigida","VNG"
"Warty venus","Venus verrucosa","VEV"
"Plicate venus","Venus foliaceolamellosa","VUF"
NA,"Venus nux","VNU"
"Chamber venus","Venus casina","KFA"
NA,"Venus spp","VEX"
"Script venus","Circe scripta","KKS"
"Oriental cyclina","Cyclina sinensis","KNJ"
"Mauve sunetta","Sunetta menstrualis","UTU"
"Truncate sunetta","Sunetta truncata","UTC"
"Venus clam","Circentia callipyga","KKC"
"Butter clam","Saxidomus giganteus","BCL"
"Common butter clam","Saxidomus nuttalli","SXI"
"Purple butter clam","Saxidomus purpurata","XDP"
"Butter clams nei","Saxidomus spp","XDX"
"Rooster venus","Paphia gallus","FAG"
"Textile venus","Paphia textile","FAT"
"Semigrooved venus","Paphia semirugata","FAE"
NA,"Paphia papilionacea","IPP"
"Short neck clams nei","Paphia spp","NCL"
"Pacific littleneck clam","Protothaca staminea","PTS"
"Rough littleneck","Protothaca asperrima","ROQ"
"Columbian littleneck","Protothaca columbiensis","RQC"
"Lesser littleneck","Protothaca grata","RQG"
"Brazilian comb venus","Protothaca pectorina","RQE"
"Thin-shelled littleneck","Protothaca tenerrima","RQT"
"Northern quahog(=Hard clam)","Mercenaria mercenaria","CLH"
"Southern hardshell clam","Mercenaria campechiensis","EKK"
NA,"Mercenaria spp","EAX"
"Dosinia clam","Dosinia orbignyi","DOR"
"Dunker's dosinia","Dosinia dunkeri","DNK"
"Japanese dosinia","Dosinia japonica","DNJ"
"Ponderous dosinia","Dosinia ponderosa","DSO"
"Mature dosinia","Dosinia exoleta","DSX"
"Smooth dosinia","Dosinia lupinus","DOI"
"Dosinias nei","Dosinia spp","DSZ"
"Fine clam","Transennella pannosa","NWP"
NA,"Polititapes durus","DOC"
"Golden carpet shell","Polititapes aureus","VNA"
"Banded carpet shell","Polititapes rhomboides","VNR"
NA,"Leukoma asperrima","FDW"
"Taca clam","Leukoma thaca","TCL"
NA,"Leukoma spp","FDX"
"Arctic surfclam","Mactromeris polynyma","IFM"
NA,"Turtonia minuta","DOY"
"Undulate venus","Paratapes undulatus","PAU"
"Oval venus","Timoclea ovata","JDJ"
"Venus clams nei","Veneridae","CLV"
"Imperial surf clam","Pseudocardium sybillae","HCL"
"Rugose mactra","Eastonia rugosa","EQR"
"Common otter shell","Lutraria lutraria","UTL"
"Narrow otter shell","Lutraria angustior","UTA"
"Oblong otter shell","Lutraria oblonga","UTM"
"Elongate mactra","Lutraria elongata","UTE"
NA,"Lutraria maxima","UOQ"
NA,"Lutraria spp","UQX"
"Common rangia","Rangia cuneata","RGQ"
"Western Mexican rangia","Rangia mendica","RGD"
NA,"Rangia spp","RIX"
"Fat horse clam","Tresus capax","TSX"
"Japanese horse clam","Tresus keenae","TQK"
"Pacific horse clam","Tresus nuttallii","TQU"
"Pacific horse clams nei","Tresus spp","TQZ"
"Maidenhair mactra","Meropesta capillacea","MQC"
"Pellucid mactra","Meropesta pellucida","MQJ"
"Panamic winged mactra","Mactrellona alata","WMC"
NA,"Mactrellona spp","WMX"
"Chinese trough shell","Mactra chinensis","MQH"
"Wedge trough shell","Mactra cuneata","MQN"
"Discors trough shell","Mactra discors","MQD"
"Globose clam","Mactra veneriformis","MTV"
"Ihering's trough shell","Mactra iheringi","MQG"
"Smooth mactra","Mactra glabrata","MAG"
"Isabel surf clam","Mactra isabelleana","MQS"
"Lilac trough shell","Mactra lilacea","MQK"
"Luzon troughshell","Mactra luzonica","MQZ"
"Maculated troughshell","Mactra maculata","MQM"
"Plain troughshell","Mactra mera","MQR"
"Large trough shell","Mactra murchisoni","MQO"
"Symmetrical trough shell","Mactra petitii","MQQ"
"Agate troughshell","Mactra achatina","MKQ"
"Violet troughshell","Mactra violacea","MQW"
"Rayed trough shell","Mactra stultorum","MQX"
"Grey rough shell","Mactra glauca","MQY"
"Largilliert's mactra","Mactra largillierti","AQG"
"Polished mactra","Mactra nitida","AQJ"
"Rostrate mactra","Mactra rostrata","AQS"
"Californian mactra","Mactra californica","AQF"
"Concealed surf clam","Mactra velata","AQW"
"Trough shells nei","Mactra spp","MWQ"
"Glassy mactra","Harvella vitrea","HVV"
"Atlantic surf clam","Spisula solidissima","CLB"
"Stimpson's surf clam","Spisula polynyma","CLT"
"Equal-sized surf clam","Spisula aequilatera","PQQ"
"Solid surf clam","Spisula solida","ULO"
"Subtruncate surf clam","Spisula subtruncata","ULT"
"Elliptical surfclam","Spisula elliptica","VCG"
"Surf clams nei","Spisula spp","SSD"
"Caribbean surf clam","Mulinia cleryana","UNE"
NA,"Mulinia edulis","ZEC"
"Taquilla clams","Mulinia spp","MUN"
NA,"Darina rustica","QZW"
NA,"Darina spp","QZX"
NA,"Mactrotoma antecedens","QHD"
"Mactra surf clams nei","Mactridae","MAT"
"Giant bittersweet","Glycymeris gigantea","GKG"
"Common European bittersweet","Glycymeris glycymeris","GKL"
"Speckled bittersweet","Glycymeris maculata","GKU"
"Black bittersweet","Glycymeris ovata","GKO"
"Pilose bittersweet","Glycymeris pilosa","GCJ"
"Reeve's bittersweet","Glycymeris reevei","GCV"
"Lined bittersweet","Glycymeris undata","GCD"
"Violet bittersweet","Glycymeris violacescens","GCC"
"Two-spotted bittersweet","Glycymeris bimaculata","GCK"
"Scripta bittersweet","Glycymeris scripta","GKR"
"Vovan bittersweet","Glycymeris stellata","GLV"
NA,"Glycymeris longior","GJF"
"Comb bittersweet","Tucetona pectunculus","UCP"
"Tessellated bittersweet","Tucetona strigilata","UCR"
"Common galatea clam","Galatea paradoxa","GLX"
NA,"Galatea spp","GKX"
"Rough butterfly donax","Donax asper","DXA"
"Californian donax","Donax californicus","DXC"
"Sculptured donax","Donax carinatus","DXK"
"Cuneate donax","Donax cuneatus","DXN"
"Common Caribbean donax","Donax denticulatus","DXD"
"Toothed donax","Donax dentifer","DXE"
"Pacific bean donax","Donax faba","DXF"
"Gracile donax","Donax gracilis","DXI"
"La Plata donax","Donax hanleyanus","DXH"
"Fleshy donax","Donax incarnatus","DXJ"
"Common peruvian donax","Donax peruvianus","DXV"
"Punctate donax","Donax punctatostriatus","DXT"
"Rugose donax","Donax rugosus","DNS"
"Leather donax","Donax scortum","DXO"
"Half-striated donax","Donax semistriatus","DXQ"
"Striate donax","Donax striatus","DNT"
"Truncate donax","Donax trunculus","DXL"
"Banded donax","Donax vittatus","DNI"
"Goolwa donax","Donax deltoides","DNE"
"Bean donax","Donax gouldii","DOG"
"Smooth donax","Donax variegatus","DOV"
"Lovely donax","Donax venustus","DNY"
"Beautiful donax","Donax pulchellus","DXX"
"Donax clams","Donax spp","DON"
"Giant false donax","Iphigenia brasiliana","IFB"
"Tall false donax","Iphigenia altior","IFT"
"Smooth false donax","Iphigenia laevigata","IFV"
"Delessert's false donax","Iphigenia delesserti","IFD"
"Rostrate false donax","Iphigenia rostrata","IFR"
NA,"Iphigenia spp","IFX"
"Sharp razor clam","Pharella acutidens","FLC"
"Javanese razor clam","Pharella javanica","FLJ"
"Cylindrical razor shell","Solen cylindraceus","SQD"
"European razor clam","Solen marginatus","RAE"
"Akemate razor shell","Solen gordonis","SGX"
"Cape razor clam","Solen capensis","RAC"
"Kemp's razor shell","Solen kempi","SVK"
"Malacca razor shell","Solen malaccensis","SVM"
"Pink-spotted razor shell","Solen roseomaculatus","SVU"
"Rough jackknife","Solen rudis","SVD"
"Gould's razor shell","Solen strictus","SQV"
"Rostrate jackknife","Solen rostriformis","OEX"
"Grand razor shell","Solen grandis","LNX"
"Lamarck's razor shell","Solen lamarckii","ONK"
"Guinea razor shell","Solen guineensis","EGN"
"Solen razor clams nei","Solen spp","RAZ"
"Arched razor shell","Ensis magnus","EQK"
"Atl.jackknife(=Atl.razor clam)","Ensis leei","CLR"
"Pod razor shell","Ensis ensis","EQE"
"Giant jackknife","Ensis macha","EQH"
"Sword razor shell","Ensis siliqua","EQI"
"Goree razor clam","Ensis goreensis","ENY"
"Ensis razor clams nei","Ensis spp","EQX"
"Pacific razor clam","Siliqua patula","RAP"
"Dall's razor clam","Siliqua alta","IQA"
"Sunset razor clam","Siliqua radiata","IQR"
"Winter's razor clam","Siliqua winteriana","IQW"
NA,"Siliqua spp","IQX"
"African knife shell","Cultellus tenuis","ULN"
NA,"Cultellus spp","UOX"
"Razor clams, knife clams nei","Solenidae","SOI"
"Sand gaper","Mya arenaria","CLS"
