"StockDatabaseID","StockKey","StockKeyLabel","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","ActiveYear","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
3041,169093,"dab.27.3a4","Dab (Limanda limanda) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",136525,"dab-nsea",2022,"Limanda limanda","Dab","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","2",2022,3,2025,"Method 2.2 Constant Harvest Rate",NA,"PA/Stock status only","Catches","topped up","NA","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.4",17376,"2022-06-30T08:41:26.31+01:00"
3042,169100,"fle.27.3a4","Flounder (Platichthys flesus) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",136529,"fle-nsea",2022,"Platichthys flesus","Flounder","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","3.2",2021,2,2023,"Survey trends-based assessment",NA,"PA/Stock status only","Catches","topped up","No","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.9",NA,"2021-10-26T13:05:27.757+01:00"
3043,169112,"had.27.5a","Haddock (Melanogrammus aeglefinus) in Division 5.a (Iceland grounds)",136543,"had-iceg",2022,"Melanogrammus aeglefinus","Haddock","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2022,1,2023,"Age-structured model",NA,"MP","Catches","","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","2.3.7",16965,"2022-06-15T20:26:02.94+01:00"
3044,169187,"ple.27.7e","Plaice (Pleuronectes platessa) in Division 7.e (western English Channel)",136626,"ple-echw",2022,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","3.2",2022,1,2023,"Age-based analytical assessment (XSA)",NA,"PA","Catches","Advice","No","demersal benthivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.34",17393,"2022-10-11T13:32:05.65+01:00"
3045,169188,"ple.27.7a","Plaice (Pleuronectes platessa) in Division 7.a (Irish Sea)",136627,"ple-iris",2022,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2021,1,2022,"Age based assessment model (Aarts and Poos, 2009) accepted for trends.",NA,"MSY","Catches","Assessment","NA","demersal benthivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.36",17283,"2021-11-17T11:07:01.907+01:00"
3046,169067,"bsf.27.nea","Black scabbardfish (Aphanopus carbo) in subareas 1, 2, 4-8, 10, and 14, and divisions 3.a, 9.a, and 12.b (Northeast Atlantic and Arctic Ocean) ",141062,"bsf-nea",2022,"Aphanopus carbo","Black scabbardfish","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2022,2,2024,"Trends-based assessment",NA,"PA","Catches","not used","No","pelagic piscivore","Pelagic","large bathypelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.14",17328,"2022-09-30T12:54:41.317+01:00"
3047,169111,"had.27.5b","Haddock (Melanogrammus aeglefinus) in Division 5.b (Faroes grounds)",136542,"had-faro",2022,"Melanogrammus aeglefinus","Haddock","Faroes Ecoregion","NWWG","North-Western Working Group","ADGICAPFS","Advice Drafting Group on Icelandic capelin and Faroese fish stocks","1.7",2021,1,2022,"SAM",NA,"MSY","Fishing mortality","not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","4.3.3",NA,"2021-12-06T09:45:26.953+01:00"
3048,169237,"pok.27.3a46","Saithe (Pollachius virens) in Subareas 4, 6 and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)",136674,"sai-3a46",2022,"Pollachius virens","Saithe","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2022,1,2023,"Age-based analytical assessment (SAM)",NA,"MSY","Catches","","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.38",17035,"2022-06-30T08:44:41.767+01:00"
3049,169155,"nep.fu.22","Norway lobster (Nephrops norvegicus) in divisions 7.f and 7.g, Functional Unit 22 (Celtic Sea, Bristol Channel)",136596,"nep-22",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.30",NA,"2021-11-11T15:22:58.093+01:00"
3050,169152,"nep.fu.17","Norway lobster (Nephrops norvegicus) in Division 7.b, Functional Unit 17 (west of Ireland, Aran grounds)",136592,"nep-17",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.8",NA,"2021-11-11T15:20:43.23+01:00"
3051,169153,"nep.fu.19","Norway lobster (Nephrops norvegicus) in divisions 7.a, 7.g, and 7.j, Functional Unit 19 (Irish Sea, Celtic Sea, eastern part of southwest of Ireland)",136593,"nep-19",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.15",NA,"2021-11-11T15:21:40.01+01:00"
3052,169277,"sol.27.20-24","Sole (Solea solea) in subdivisions 20-24 (Skagerrak and Kattegat, western Baltic Sea)",136717,"sol-kask",2022,"Solea solea","Sole","Baltic Sea Ecoregion, Greater North Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGNS","Advice Drafting Group for North Sea stocks","1",2022,1,2023,"Age-structured model (SAM), uses landings in model, discard inc. afterwards in forecast",NA,"MP","Catches","Advice","NA","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.46",16970,"2022-07-01T12:48:43.287+01:00"
3053,169104,"ghl.27.561214","Greenland halibut (Reinhardtius hippoglossoides) in subareas 5, 6, 12, and 14 (Iceland and Faroes grounds, West of Scotland, North of Azores, East of Greenland)",136533,"ghl-grn",2022,"Reinhardtius hippoglossoides","Greenland halibut","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2022,1,2023,"probabilistic (Bayesian) version of a surplus production model",NA,"MSY","Catches","not used","NA","pelagic piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","2.3.6",17326,"2022-06-15T20:18:41.897+01:00"
3054,169101,"gag.27.nea","Tope (Galeorhinus galeus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136530,"gag-nea",2022,"Galeorhinus galeus","Tope","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.2",2021,2,2023,"no assessment",NA,"PA","Landings","not used","Yes in year(s) 2015, 2019","demersal piscivore","Elasmobranch","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.15",NA,"2021-10-15T12:50:38.067+01:00"
3055,169289,"thr.27.nea","Thresher sharks (Alopias spp.) in Subareas 10, 12, Divisions 7.c-k, 8.d-e, and Subdivisions 5.b.1, 9.b.1, 14.b.1 (Northeast Atlantic)",149796,"thr-nea",2022,"Alopias","Thresher sharks","Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA","No directed fisheries","Not used","No","na","Elasmobranch","na",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.43",NA,"2019-10-17T12:53:15.447+01:00"
3056,169076,"cod.27.24-32","Cod (Gadus morhua) in subdivisions 24-32, eastern Baltic stock (eastern Baltic Sea)",136509,"cod-2532",2022,"Gadus morhua","Cod","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2022,1,2023,"Age–length based analytical assessment with Stock Synthesis model",NA,"PA","Catches","Advice","NA","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","",16985,"2022-06-02T13:45:09.237+01:00"
3057,169131,"jaa.27.10a2","Blue jack mackerel (Trachurus picturatus) in Subdivision 10.a.2 (Azores grounds)",136569,"jaa-10",2022,"Trachurus picturatus","Blue jack mackerel","Azores Ecoregion","WGHANSA","Working Group on Southern Horse Mackerel, Anchovy, and Sardine","ADGHANSA","Advice Drafting Grouy on Southern horse mackerel, anchovy, sardine","5",2020,2,2022,"No assessment",NA,"PA","Catches","","Yes in year(s) 2018","benthopelagic benthivore","Pelagic","medium benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","",NA,"2022-01-14T11:00:43.907+01:00"
3058,169241,"sal.27.22-31","Salmon (Salmo salar) in subdivisions 22-31 (Baltic Sea, excluding the Gulf of Finland)",136678,"sal-2431",2022,"Salmo salar","Salmon","Baltic Sea Ecoregion","WGBAST","Assessment Working Group on Baltic Salmon and Trout","RG/ADGSalmon","Salmon Review and Advice Drafting Group","1",2021,1,2022,"Analytical model, Bayesian state-space model for a majority of rivers in AUs 1–4",NA,"MSY","Catches","Assessment","NA","pelagic piscivore","Pelagic","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","8.3.15",NA,"2021-10-29T11:41:04.66+01:00"
3059,169086,"cod.27.21","Cod (Gadus morhua) in Subdivision 21 (Kattegat)",136519,"cod-kat",2022,"Gadus morhua","Cod","Greater North Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGNS","Advice Drafting Group for North Sea stocks","3",2022,1,2023,"Age-based analytical assessment (stochastic state–space model SAM) considered indicative of trends only",NA,"PA","Catches","Assessment","Yes in year(s) 2018","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","",16979,"2022-07-01T12:46:51.347+01:00"
3060,169192,"pol.27.3a4","Pollack (Pollachius pollachius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",136633,"pol-nsea",2022,"Pollachius pollachius","Pollack","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","5.2",2021,3,2024,"no assessment",NA,"PA","Catches","Not used","Yes in year(s) 2016, 2021","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.32",NA,"2021-10-26T13:10:49.377+01:00"
3061,169275,"sol.27.7e","Sole (Solea solea) in Division 7.e (western English Channel)",136715,"sol-echw",2022,"Solea solea","Sole","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2022,1,2023,"Age-structured model (XSA)",NA,"MSY","Catches","Advice","NA","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","",17143,"2022-10-05T08:07:56.333+01:00"
3062,169163,"nep.fu.33","Norway lobster (Nephrops norvegicus) in Division 4.b, Functional Unit 33 (central North Sea, Horn’s Reef)",136604,"nep-33",2022,"Nephrops norvegicus","Norway lobster","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","4.14",2020,2,2022,"Data-limited approach for Nephrops",NA,"PA","Catches","not used","No","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.15",NA,"2021-03-16T12:34:36.393+01:00"
3063,169257,"sbr.27.9","Blackspot seabream (Pagellus bogaraveo) in Subarea 9 (Atlantic Iberian waters)",136695,"sbr-ix",2022,"Pagellus bogaraveo","Blackspot seabream","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2022,2,2024,"Trends-based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2014, 2018, 2022","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.38",17332,"2022-09-30T13:00:38.807+01:00"
3183,169274,"sol.27.7d","Sole (Solea solea) in Division 7.d (eastern English Channel)",136714,"sol-eche",2022,"Solea solea","Sole","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2022,1,2023,"Age-structured model (XSA): used for trends only",NA,"MSY","Catches","no","NA","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.47",17499,"2022-09-23T16:20:19.653+01:00"
3064,169065,"bll.27.3a47de","Brill (Scophthalmus rhombus) in Subarea 4 and divisions 3.a and 7.d-e (North Sea, Skagerrak and Kattegat, English Channel)",136497,"bll-nsea",2022,"Scophthalmus rhombus","Brill","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","3.2",2022,1,2023,"Method 2.2 Constant Harvest Rate",NA,"PA","Catches","assessment","No","demersal piscivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.1",17052,"2022-09-06T12:57:10.697+01:00"
3065,169296,"usk.27.1-2","Tusk (Brosme brosme) in subareas 1 and 2 (Northeast Arctic)",136732,"usk-arct",2022,"Brosme brosme","Tusk","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2021,2,2023,"Trends in the cpue assessment",NA,"PA","Catches","Not used","Yes in year(s) 2012, 2021","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.44",NA,"2022-09-30T12:47:26.767+01:00"
3066,169133,"lin.27.1-2","Ling (Molva molva) in subareas 1 and 2 (Northeast Arctic)",136571,"lin-arct",2022,"Molva molva","Ling","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2021,2,2023,"Cpue trends-based assessment",NA,"PA","Catches","not used","Yes in year(s) 2013, 2021","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.22",NA,"2022-09-30T12:34:47.41+01:00"
3068,169298,"usk.27.12ac","Tusk (Brosme brosme) in Subarea 12, excluding Division 12.b (southern Mid-Atlantic Ridge)",136734,"usk-mar",2022,"Brosme brosme","Tusk","Greenland Sea Ecoregion, Iceland Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.3",2019,5,2024,"no assessment",NA,"PA","Catches","Not used","No","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.47",NA,"2022-09-30T12:47:46.063+01:00"
3069,169299,"usk.27.3a45b6a7-912b","Tusk (Brosme brosme) in subareas 4 and 7-9 and divisions 3.a, 5.b, 6.a, and 12.b (Northeast Atlantic)",136735,"usk-oth",2022,"Brosme brosme","Tusk","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2021,2,2023,"Cpue trends-based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2021","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.46",NA,"2022-09-30T12:48:00+01:00"
3070,169300,"usk.27.6b","Tusk (Brosme brosme) in Division 6.b (Rockall)",136736,"usk-rock",2022,"Brosme brosme","Tusk","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","5.2",2022,2,2024,"no assessment",NA,"PA","Catches","yes","Yes in year(s) 2012, 2018","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.49",17098,"2022-09-30T13:01:28.783+01:00"
3071,169263,"reb.27.5a14","Beaked redfish  (Sebastes mentella) in Subarea 14 and Division 5.a, Icelandic slope stock (East of Greenland, Iceland grounds)",136703,"smn-con",2022,"Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","3.2",2022,1,2023,"Survey trends-based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2013, 2017","demersal piscivore","Demersal","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","2.3.11",17141,"2022-06-15T20:40:37.79+01:00"
3072,169264,"reb.2127.dp","Beaked redfish (Sebastes mentella) in ICES subareas 5, 12, and 14 (Iceland and Faroe grounds, North of Azores, East of Greenland) and NAFO subareas 1 and 2 (deep pelagic stock > 500 m) ",136704,"smn-dp",2022,"Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","2.13",2021,3,2024,"Analytical age-length structured, catches in model and forecast",NA,"MSY","Catches","Not used","NA","demersal piscivore","Pelagic","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","2.3.12",NA,"2022-01-14T11:07:39.67+01:00"
3073,169266,"reb.2127.sp","Beaked redfish (Sebastes mentella) in ICES subareas 5, 12, and 14 (Iceland and Faroe grounds, North of Azores, East of Greenland) and NAFO subareas 1 and 2 (shallow pelagic stock < 500 m)",136706,"smn-sp",2022,"Sebastes mentella","Beaked redfish","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","3",2021,3,2024,"Survey trends-based assessment",NA,"PA","Catches","Not used","No","demersal piscivore","Pelagic","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","2.3.9",NA,"2021-10-12T12:33:50.43+01:00"
3074,169267,"reg.27.561214","Golden redfish (Sebastes norvegicus) in subareas 5, 6, 12, and 14 (Iceland and Faroes grounds, West of Scotland, North of Azores, East of Greenland)",136707,"smr-5614",2022,"Sebastes norvegicus","Golden redfish","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2022,1,2023,"Age- and length-structured model (Gadget)",NA,"MP","Catches","Not used","NA","demersal piscivore","Demersal","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","2.3.13",17159,"2022-06-15T20:43:01.993+01:00"
3075,169176,"ory.27.nea","Orange roughy (Hoplostethus atlanticus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136613,"ory-comb",2022,"Hoplostethus atlanticus","Orange roughy","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.3",2020,4,2024,"no assessment",NA,"PA","Catches","not used","No","na","Demersal","na",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.28",NA,"2022-09-30T12:35:25.637+01:00"
3076,169234,"rng.27.5b6712b","Roundnose grenadier (Coryphaenoides rupestris) in subareas 6-7 and divisions 5.b and 12.b (Celtic Seas and the English Channel, Faroes grounds, and western Hatton Bank)",136669,"rng-5b67",2022,"Coryphaenoides rupestris","Roundnose grenadier","Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","5.2",2022,2,2024,"catch only",NA,"PA","Catches","yes","Yes in year(s) 2016, 2020","pelagic crustaceavore","Demersal","large bathypelagic",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.37",17002,"2022-09-30T12:58:54.623+01:00"
3077,169051,"ane.27.8","Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)",136484,"ane-bisc",2022,"Engraulis encrasicolus","Anchovy","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGHANSA","Working Group on Southern Horse Mackerel, Anchovy, and Sardine","ADGHANSA","Advice Drafting Grouy on Southern horse mackerel, anchovy, sardine","1",2021,1,2022,"Two-stage Bayesian biomass dynamic model (CBBM)",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","small pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.1",NA,"2021-12-09T15:29:43.327+01:00"
3078,169058,"aru.27.5b6a","Greater silver smelt (Argentina silus) in divisions 5.b and 6.a (Faroes grounds and west of Scotland)",150497,"arg-5b6a",2022,"Argentina silus","Greater silver smelt","Celtic Seas Ecoregion, Faroes Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","1",2022,1,2023,"Survey trends-based assessment",NA,"MSY","Catches","NA","NA","pelagic planktivore","Pelagic","medium bathydemersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.5",17327,"2022-09-30T12:52:12.343+01:00"
3182,169134,"lin.27.5b","Ling (Molva molva) in Division 5.b (Faroes grounds)",136573,"lin-faro",2022,"Molva molva","Ling","Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","1",2022,1,2023,"SAM",NA,"MSY","Catches","not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.23",17113,"2022-09-30T12:56:54.633+01:00"
3087,169118,"her.27.20-24","Herring (Clupea harengus) in subdivisions 20-24, spring spawners (Skagerrak, Kattegat, and western Baltic)",136555,"her-3a22",2022,"Clupea harengus","Herring","Baltic Sea Ecoregion, Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGBS","Baltic Sea Advice Drafting Group","1.2",2022,1,2023,"Age-structured model (SAM)",NA,"MSY","Catches","negligible","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.5",17172,"2022-06-30T08:32:39.243+01:00"
3088,169081,"cod.27.5b2","Cod (Gadus morhua) in Subdivision 5.b.2 (Faroe Bank)",136515,"cod-farb",2022,"Gadus morhua","Cod","Faroes Ecoregion","NWWG","North-Western Working Group","ADGICAPFS","Advice Drafting Group on Icelandic capelin and Faroese fish stocks","3.8",2019,3,2022,"Survey trends-based assessment",NA,"PA","Catches","not used","No","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","4.3.2",NA,"2019-12-10T11:40:53.89+01:00"
3089,169239,"pok.27.5b","Saithe (Pollachius virens) in Division 5.b (Faroes grounds)",136676,"sai-faro",2022,"Pollachius virens","Saithe","Faroes Ecoregion","NWWG","North-Western Working Group","ADGICAPFS","Advice Drafting Group on Icelandic capelin and Faroese fish stocks","1.7",2021,1,2022,"Age-structured model (SAM)",NA,"MSY","Fishing mortality","Not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","4.3.4",NA,"2021-12-06T09:45:49.43+01:00"
